web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1555502361-399,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@saud7784,سُــعود بن عبدالعزيز بن غنيم,"في بلدٍ غنيٌ  بتراثه ، جميلٌ بماضيه له في تاريخ الوطن صفحة ناصعة 

تأسست قبل أيام جمعية للتراث بمحافظة #الدلم تحت مظلة وزارة الشئون الاجتماعية والعمل .

وتحتاج وقفة من رجال أعمال المحافظة الأوفياء دعما وتشجيعا واستثمارا لتصبح محافظتنا وجهة سياحية وطنية متواكبة مع #رؤية_2030 pic.twitter.com/QupXb9b5mn",2,14,12,1.55527E+12,4/14/2019 12:35,/saud7784/status/1117511603749040129
1555502361-493,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SAviationW,عالم الطيران السعودي,"We in Saudi Arabia are proud to have the first and largest International airshow and welcome all participants and visitors to join by registering on site.
#SAS19 
#Vision_2030
@saudi_airshow 
@munifalharbi
@ayedalkasme
12,13,14 Mar2019http://www.saudiairshow.aero",9,58,32,1.55139E+12,2/28/2019 13:30,/SAviationW/status/1101233131179462656
1555502361-630,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@iEN_tv,قناة عين,#مباشر | #عين_التعليم | الكتاب المدرسي وفق #رؤية_2030 تطوير للمحتوى توظيف للتقنية #الكتب_المدرسية_بتقنية_QR @t4eduhttps://www.pscp.tv/w/bmkvhjFvTmpsTFJaQlpuand8MWxER0xYckxCTnFHbStpMU4UWgsYGYOv7c1XvJjOYuLQ183ZEru4WnopF1md …,42,137,107,1.53677E+12,9/12/2018 9:00,/iEN_tv/status/1039906507549073409
1555502361-1356,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Lojain_omran,لجين عمران  🕊,ختم الامير #محمد_بن_سلمان المؤتمر بجملة(هذه نقطة انطلاق لسعودية أقوى و أفضل تحقق طموح الجميع) ان شاءالله #رؤية_2030 pic.twitter.com/ozVJgxvuYA,7,79,155,1.46162E+12,4/25/2016 13:29,/Lojain_omran/status/724696798443495425
1555502361-466,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Khalid_bin_Nouh,د. خالد بن نوح,عندما تُغيب الكفاءات الوطنية التي تفرض إحترامها أسيويا وعالميا تتقبل أن نغيب لأول مرة منذ حوالي عشرين عاما من قائمة المكتب التنفيذي في #انتخابات_الاتحاد_الآسيوي عندما نعظم تحقيق #رؤية_2030 سنستبعد الشخصنة... أين الخبير لمثل هذه المناسبات يخطط ويسيس لأهداف وطنية أين #نواف_بن_محمدpic.twitter.com/nTkGO5mUzv,7,249,28,1.55458E+12,4/6/2019 11:47,/Khalid_bin_Nouh/status/1114600412131332097
1555502361-1205,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@MukhtarDeira,مختار الديرة,"عاجل
أوامرفصلية
لضبط الفصل و إدارته
واكتشاف المواهب و تنميتها
وتعلم تحمل المسؤولية
وتحقيق #رؤية_2030 لتخريج جيل يخدم وطنه ويحافظ على مقدراته pic.twitter.com/Li0Wz3KKtH",53,482,453,1.47514E+12,9/29/2016 2:59,/MukhtarDeira/status/781433193287282688
1555502361-845,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiNews50,أخبار السعودية,"عاجل ..
.
#الملك_سلمان:
سنواصل مسيرة التنمية والتطوير نحو تحقيق #رؤية_2030.
.

 #ميزانية_٢٠١٨ #الميزانية #ميزانية_السعوديه_2018",8,142,90,1.51369E+12,12/19/2017 6:18,/SaudiNews50/status/943123388209483776
1555502361-418,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@hawitifs2012,Faisal Al-Hawiti,كنّا في جلسة نقاش مع مجموعة من الزملاء  في مختلف القطاعات .. وطرحنا سؤال للجميع ما هي برامج #رؤية_2030 وماذا تتضمن.للأسف لم نجد الإيجابة الكاملة!! لذلك قررت ان اعرض هذه البرامج هنامع انها موجودة ومعلن عنها في كل المواقع فاتمنى من الجميع معرفتها وقراءة جميع الأهداف فأنتم جزء منها pic.twitter.com/BLUQiLNQ0T,1,4,3,1.555E+12,4/11/2019 10:10,/hawitifs2012/status/1116388006758428677
1555502361-558,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@alekhbariyatv,قناة الإخبارية,"فيديو | أحمد الحديدي لـ #الإخبارية: إطلاق القمر الصناعي سات 5 يأتي ضمن أهداف #رؤية_2030 وتمكين الشباب السعودي من الإلمام بالتقنيات المتقدمة

#لنا_الارض_والفضاءpic.twitter.com/NwLQUFotlv",19,193,181,1.54409E+12,12/6/2018 0:43,/alekhbariyatv/status/1070599685361074176
1555502361-896,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@mohammed_naif_f,محمد بن نايف بن حثلين,"عنان السماء هو طموحنا .. 

#discoverneom
#مشروع_نيوم
#ولي_العهد 
#السعودية #مبادرة_مستقبل_الاستثمار 
#رؤية_2030 pic.twitter.com/oDMerIdJtz",3,185,83,1.50884E+12,10/24/2017 3:12,/mohammed_naif_f/status/922767805484818434
1555502361-1104,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@LMaziz_,Lama A Almazrou,"@CoffeeFroggy #رؤية_2030 new era, new projects and a geart future.",,,1,1.48153E+12,12/12/2016 0:53,/LMaziz_/status/808233377518223360
1555502361-391,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@nurabntahmed,نورة بنت أحمد الزومان,"نرعاكم
ونهتم بكم
تم بحمد الله تدشين شعار إدارة الخدمات التمريضية في #مستشفى_الملك_سعود_بعنيزة
شعارنا الجديد يمثلنا 
ويعكس شغفنا بمهنة التمريض
 #رؤية_٢٠٣٠ @awadh905
http://qh.gov.sa/?p=55770  pic.twitter.com/WTErWKQaVi",2,13,19,1.555E+12,4/11/2019 9:06,/nurabntahmed/status/1116372023419318273
1555502361-540,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@iqcalis,أروى,"I'm so happy and impressed to see the growth of Saudi Arabia where I grew up, the change is rapid and huge but all I wish is the best with the new Saudi Arabian vision
 #الهيئة_السعودية_للفضاء #رؤية_2030",,,1,1.54599E+12,12/28/2018 2:12,/iqcalis/status/1078594469828669440
1555502361-733,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@MakahMillennium,Makkah Millennium,"#صباح_الخير من #بهو_الرياضة بــ #فندق و #أبراج #مكة #ميلينيوم 

#Good_morning from our #sports_lounge @Makkah #Millennium #Hotel and #Towers

#Makkah #Kaaba #Haram #Umrah #HaramHotels #International #ZAMZAM #vacation #Makkah_live #Vision_2030 #millenniumhotelsandresortspic.twitter.com/9XPj5M33l3",,,3,1.52559E+12,5/5/2018 23:07,/MakahMillennium/status/993009430873731072
1555502361-865,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@farazmfateh,Faraz Muhammad Fateh,"Senior General #UAE calls #Israel as brotherly country.

Events are occurring on a speedy pace.

Greater Israel Project & official recognition of Israel by #Saudia & Gulf state coming soon. 

#Vision_2030 #AccountabilityCourt #National_Assembly
https://www.middleeastmonitor.com/20171117-uae-and-israel-are-like-brothers-says-senior-general/ …",,1,2,1.51136E+12,11/22/2017 6:24,/farazmfateh/status/933340326101622784
1555502361-1232,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@222tariq222,طارق الدهمشي,"#رويه_2030

ارجو دعمي بالانستقرام بديت ابيع ورق عنب",28,42,21,1.47492E+12,9/26/2016 11:54,/222tariq222/status/780480659039059969
1555502361-692,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@dareiainfo,انفوجرافيك الدرعية,"«صهيل @SaheelKSA» ينشر أسعار البترول للعامين 2019-2020.. لكن سرعان ما يحذف “الانفوجرافيك” ويعتذر !
إذا كانت هذه الأسعار حقيقة ما ستكون عليه في العامين القادمين.. فهذا يعني أن الشعب السعودي ستنتظره أياماً أكثر سوءاً بسبب إصلاحات #رؤية_2030 !! pic.twitter.com/0l2mcRIWyk",35,170,193,1.53126E+12,7/10/2018 14:03,/dareiainfo/status/1016790089379319809
1555502361-921,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@hureyaksa,نحو الحرية,بعد حفلة تطبيل وردح طويلة لـ #رؤية_2030 شارك فيها مشايخ واعلاميين ولاعبين وفنانين ووو.. اكتشفوا اليوم أن أهدافها غير واقعية ولايمكن تحقيقها pic.twitter.com/1vgQr7dTRt,15,182,151,1.50487E+12,9/8/2017 3:40,/hureyaksa/status/906104839263752192
1555502361-627,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Souhair_Alqaisi,official سهير القيسي,"نبارك لأهلنا في #المملكة_العربية_السعوديه   يومهم الوطني 
الاحتفاء هذا العام اجمل مع تجليات #رؤية_2030 
##اليوم_الوطني_السعودي",47,70,305,1.53753E+12,9/21/2018 4:23,/Souhair_Alqaisi/status/1043098375636307969
1555502361-1085,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@TurkiShalhoub,تركي الشلهوب,"الإقتصادي عصام الزامل يتحدث عن الكوارث التي ستسببها #رؤية_2030 للمواطن في السنوات القليلة القادمة..
حديث مهم بعيداً عن التلميع والتهوين pic.twitter.com/kdfraDLmKQ",15,277,217,1.48285E+12,12/27/2016 7:03,/TurkiShalhoub/status/813762296107462657
1555502361-474,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Alzilay2,أ.د أحمد عمر الزيلعي,#محافظة_القنفدة تسير بخطى حثيثة وفق #رؤية_2030 يتضح ذلك من توقيع عقد تنفيذ مشروع #مطار_القنفدة الذي سيخدم عددا من المحافظات الجنوبية وقبل ذلك ماتشهده المحافظة من حراك علمي وتنموي وبيئي قد ينقلها في نهاية الرؤية إلى منطقة تملك كل مقومات المنطقة الإدارية المرتبطة مباشرة بالداخلية.,8,55,54,1.55388E+12,3/29/2019 11:36,/Alzilay2/status/1111698746558025728
1555502361-1145,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Adel_Almogren,عادل المقرن,"#رؤية_2030
#التحول_الوطني 
#ضريبة_القيمة_المضافة
ليس بتحميل المواطن الضرائب وخفض الرواتب والبدلات وتحجيم الطبقة المتوسطة 
ولكن من هنا نبدأ https://twitter.com/drabdulaziz2/status/789138465157943301 …",2,80,17,1.47776E+12,10/29/2016 10:35,/Adel_Almogren/status/792419527564922880
1555502361-1093,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@aleqtisadiah,صحيفة الاقتصادية,"إصلاحات ستطبق اعتبارا من 2017 ..
.
.
#رؤية_2030 #الميزانية_السعودية #التوازن_الماليpic.twitter.com/VzI6jP9uuz",3,31,32,1.48244E+12,12/22/2016 11:51,/aleqtisadiah/status/812022886588411905
1555502361-887,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@abdulwahaab1991,عبدالوهاب الحامد,"الـرؤية اللي خبرها بان
خطط لها فذ واسطوره

بالحـزم والعزم والاتقان
صار الوطن بارز بدوره

#محمد_بن_سلمان 

#رؤية_2030 pic.twitter.com/v62nA1vyaT",53,251,117,1.50937E+12,10/30/2017 6:48,/abdulwahaab1991/status/924996338030440448
1555502361-915,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@NabeelAlmojil,#نبيل_المعجل,"هناك شخص يذهب للدوام وشخص يذهب للعمل..
:
#رؤية_2030 بحاجة للثاني!",33,216,118,1.50634E+12,9/25/2017 3:50,/NabeelAlmojil/status/912268068210053120
1555502361-633,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@AlghnamS,"Suliman Alghnam, PhD","لفته طيبه من جامعة #جون_هوبكنز  بوضعي في صفحة نجاحات خريجيها  الحمدلله كلي إمتنان لوطني  الذي صرف الغالي والنفيس لندرس في الأفضل لنصبح الأفضل. #رؤية_2030 
https://www.jhsph.edu/research/centers-and-institutes/johns-hopkins-center-for-injury-research-and-policy/what-we-do/training-and-education/student-success.html#salghnam …",54,57,150,1.5365E+12,9/9/2018 7:08,/AlghnamS/status/1038791284310384641
1555502361-924,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@kowthermusa,كوثر الأربش,"للتاريخ، لوطن يسرع للمستقبل
#رؤية_2030

 #السعودية_إلى_كأس_العالم_٢٠١٨pic.twitter.com/LT4ayUfQcG",62,736,446,1.50464E+12,9/5/2017 12:29,/kowthermusa/status/905150978080591873
1555502361-1331,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiNews50,أخبار السعودية,"خبراء: 

دمج وزارتي العمل و الاجتماعية يخفض #البطالة .

#رؤية_2030  #السعودية #توظيف

-pic.twitter.com/4At0PPmm4B",32,82,66,1.46312E+12,5/12/2016 23:07,/SaudiNews50/status/731002836297781248
1555502361-556,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@MBC24News,MBC أخبار,"كيف استطاع السعوديون غزو الفضاء بالاعتماد على خبراتهم الوطنية
لحظة انطلاق القمر الصناعي #سعودي_سات5
وكواليس المراحل النهائية قبل الإطلاق 

#لنا_الأرض_والفضاء
#رؤية_2030 
 @KACSTpic.twitter.com/U9WkCvgvZN",5,139,144,1.54416E+12,12/6/2018 22:22,/MBC24News/status/1070926434204639232
1555502361-1252,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@AlRahden,شركة الرهدن,وفد من صحيفة فاينانشيال تايمز البريطانية في لقاء مع رئيس مجلس إدارة شركة #الرهدن للحديث حول #رؤية_2030  pic.twitter.com/yu9kRXQcIB,35,192,26,1.4749E+12,9/26/2016 8:38,/AlRahden/status/780431368773926912
1555502361-390,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@bqaiq,بقيق,"صور 
ضمن فعاليات #التمكين_المجتمعي من برامج #رؤية_2030 
 اطلقت المراكز الصحية في بقيق فعاليات الملتقى الصحي الاول في #بقيق حيث اقيم سباق المارثون وبطولة كرة قدم بين مختلف الفئات العمرية.

@E1_Cluster 

@moh_easternpic.twitter.com/OjdrhDxsTU",1,4,2,1.55501E+12,4/11/2019 11:02,/bqaiq/status/1116401027463503873
1555502361-879,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiProject,مشاريع السعودية,"خلف كل مشروع، وأمام كل تنمية، إحصاءات تعمل عليها #هيئة_الإحصاء ، جهود جبارة للإلحاق بركب #رؤية_2030 pic.twitter.com/dBv0xE2bm9",10,78,71,1.50971E+12,11/3/2017 3:30,/SaudiProject/status/926396276094193664
1555502361-1170,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@odai_66,عـُــدي الـشـمري®,"#صرف_الرواتب_حسب_الابراج

بعد هذه القرارات المدمرة لمصلحة المواطن بحجة #رؤية_٢٠٣٠
يجب أن يُعرض مشروع الرؤية للتصويت الشعبي
ولنا حق الإختيار",16,47,32,1.4767E+12,10/17/2016 3:11,/odai_66/status/787959276723732481
1555502361-1162,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@3ajel_ksa,عاجل السعودية,"اقتصادي: «#رؤية_2030» تحوُّل من #النفط إلى «جيب المواطن» !

#رؤية_2030_إلى_أين
#السعوديةpic.twitter.com/n31VgMxkLc",30,147,42,1.47734E+12,10/24/2016 12:27,/3ajel_ksa/status/790635727449096192
1555502361-535,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@RDOKSA,مكتب البحث والتطوير,#RDOKSA is announcing a call for the Expression of Interest form for the #Technology_Transfer_Office_initiative which is in line with #Vision_2030,,,1,1.54678E+12,1/6/2019 3:48,/RDOKSA/status/1081880151993053190
